ASV,size,cutoff,phylum_name,class_name,order_name,family_name,genus_name,species_name,phylum_score,class_score,order_score,family_score,genus_score,species_score
uniq9050,354,+,Streptophyta,NA,Asparagales,Orchidaceae,Castanopsis,Castanopsis fleuryi,0.98,0.5,0.1,0.09,0.05,0.04
uniq9316,339,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Bernardia,Bernardia dodecandra,1,1,1,1,1,0.9
uniq9196,345,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,Nitella gracillima,0.97,0.46,0.14,0.13,0.06,0.04
uniq9047,354,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Riccia huebeneriana,0.95,0.33,0.17,0.13,0.06,0.05
uniq9103,351,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Riccia lamellosa,0.87,0.31,0.16,0.1,0.08,0.04
uniq9061,353,+,Streptophyta,NA,Fabales,Fabaceae,Vachellia,Vachellia schaffnerii,1,1,1,1,1,0.66
uniq9187,345,+,Streptophyta,NA,Asparagales,Orchidaceae,Selaginella,Selaginella selaginoides,0.91,0.43,0.14,0.11,0.04,0.04
uniq9043,354,+,Streptophyta,NA,Caryophyllales,Amaranthaceae,Iresine,Iresine angustifolia,1,1,1,1,0.99,0.51
uniq8950,359,+,Streptophyta,NA,Solanales,Solanaceae,Physalis,Physalis philadelphica,1,0.97,0.97,0.97,0.97,0.81
uniq9154,348,+,Streptophyta,NA,Gentianales,Fabaceae,Azolla,Azolla caroliniana,0.96,0.37,0.11,0.08,0.08,0.07
uniq9110,351,+,Streptophyta,NA,Santalales,Loranthaceae,Tripodanthus,Tripodanthus acutifolius,1,0.99,0.96,0.96,0.29,0.29
uniq8972,358,+,Streptophyta,NA,Brassicales,Caricaceae,Jacaratia,Jacaratia corumbensis,1,1,1,1,0.99,0.84
uniq9140,349,+,Streptophyta,NA,Asparagales,Orchidaceae,Nitella,Vittia pachyloma,0.98,0.33,0.19,0.18,0.07,0.03
uniq9081,352,+,Streptophyta,NA,Fabales,Fabaceae,Vicia,Vicia faba,1,0.97,0.97,0.97,0.92,0.89
uniq8930,360,+,Streptophyta,NA,Lamiales,Lamiaceae,NA,NA,1,1,1,1,1,1
uniq9181,346,+,Streptophyta,NA,Jungermanniales,Piperaceae,Piper,NA,0.91,0.51,0.1,0.07,0.07,0.05
uniq9135,349,+,Streptophyta,NA,Poales,Poaceae,Hierochloe,Hierochloe juncifolia,0.93,0.42,0.15,0.15,0.04,0.03
uniq9073,353,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Manihot,Manihot esculenta,1,0.72,0.55,0.49,0.26,0.26
uniq9194,345,+,Streptophyta,NA,Asparagales,Orchidaceae,Pleione,NA,0.84,0.57,0.12,0.11,0.08,0.08
uniq9085,352,+,Streptophyta,NA,Solanales,Convolvulaceae,Distimake,NA,1,0.78,0.77,0.77,0.28,0.24
uniq9101,351,+,Streptophyta,NA,Gentianales,Rubiaceae,Richardia,NA,1,0.99,0.91,0.91,0.32,0.32
uniq9133,349,+,Streptophyta,NA,Asparagales,Orchidaceae,Nitella,Notothixos subaureus,0.87,0.48,0.1,0.09,0.08,0.03
uniq9088,352,+,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea clavata,1,0.99,0.99,0.99,0.99,0.96
uniq9189,345,+,Streptophyta,NA,Lamiales,Characeae,Nitella,Nitella axillaris,0.92,0.42,0.09,0.08,0.08,0.04
uniq9123,350,+,Streptophyta,NA,Sapindales,Burseraceae,Bursera,Bursera arborea,1,1,1,1,1,0.84
uniq9215,344,+,Streptophyta,NA,Fabales,Fabaceae,Nitella,Nitella gracillima,0.97,0.43,0.1,0.1,0.08,0.05
uniq9216,344,+,Streptophyta,NA,Charales,Characeae,Nitella,Riccia huebeneriana,0.98,0.41,0.1,0.1,0.1,0.03
uniq9336,338,+,Streptophyta,NA,Fabales,Fabaceae,Azolla,Azolla caroliniana,0.96,0.5,0.1,0.09,0.06,0.06
uniq9226,344,+,Streptophyta,NA,Marchantiales,Ricciaceae,Riccia,NA,0.96,0.38,0.08,0.08,0.05,0.04
uniq9209,344,+,Streptophyta,NA,Fabales,Fabaceae,Erythrostemon,Erythrostemon palmeri,1,0.99,0.98,0.98,0.98,0.77
uniq9281,340,+,Streptophyta,NA,Marchantiales,Ricciaceae,Riccia,Azolla caroliniana,1,0.39,0.14,0.11,0.08,0.04
uniq9294,340,+,Streptophyta,NA,Asparagales,Lejeuneaceae,Monoclea,NA,0.94,0.35,0.08,0.05,0.03,0.03
uniq9126,350,+,Streptophyta,NA,Porellales,Lejeuneaceae,Nitella,Ricciocarpos natans,0.96,0.46,0.1,0.09,0.06,0.04
uniq9228,343,+,Streptophyta,NA,Asparagales,Trebouxiaceae,Trebouxia,unknown Trebouxia ,0.88,0.53,0.09,0.07,0.07,0.05
uniq9153,348,+,Streptophyta,NA,Lamiales,Bignoniaceae,Handroanthus,Handroanthus impetiginosus,1,1,1,1,0.92,0.76
uniq9330,338,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella axillaris,0.87,0.38,0.17,0.17,0.17,0.1
uniq9247,342,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,Azolla caroliniana,0.98,0.28,0.14,0.13,0.05,0.05
uniq9273,341,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.96,0.39,0.13,0.09,0.05,0.05
uniq9305,339,+,Streptophyta,NA,Porellales,Lejeuneaceae,Mastigolejeunea,Mastigolejeunea virens,0.85,0.36,0.16,0.16,0.08,0.07
uniq9201,345,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.95,0.36,0.12,0.12,0.12,0.11
uniq9260,342,+,Streptophyta,NA,Porellales,Lejeuneaceae,Nitella,Nitella pulchella,0.98,0.32,0.12,0.12,0.11,0.05
uniq9257,342,+,Streptophyta,NA,Celastrales,Celastraceae,Pristimera,Pristimera celastroides,1,1,1,1,1,1
uniq9155,348,+,Streptophyta,NA,Caryophyllales,Amaranthaceae,Iresine,Iresine diffusa,1,1,1,1,0.69,0.59
uniq9342,338,+,Streptophyta,NA,Polytrichales,Polytrichaceae,Pogonatum,Pogonatum brachyphyllum,0.98,0.42,0.12,0.12,0.1,0.05
uniq9353,337,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.9,0.28,0.09,0.09,0.09,0.09
uniq9161,347,+,Streptophyta,NA,Vitales,Vitaceae,Cissus,unknown Cissus ,1,0.99,0.97,0.97,0.97,0.17
uniq9280,341,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.97,0.44,0.08,0.07,0.07,0.07
uniq9261,341,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella gracillima,0.93,0.41,0.09,0.09,0.09,0.05
uniq9372,337,+,Streptophyta,NA,Fabales,Fabaceae,NA,NA,1,1,0.99,0.99,0.77,0.77
uniq9438,334,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,unknown Basicladia ,0.88,0.33,0.13,0.1,0.06,0.04
uniq9141,348,+,Streptophyta,NA,Boraginales,Cordiaceae,Cordia,Cordia bordasii,1,0.99,0.95,0.95,0.95,0.29
uniq9396,336,+,Streptophyta,Liliopsida,Zingiberales,Zingiberaceae,Riedelia,unknown Riedelia ,0.97,0.27,0.14,0.13,0.06,0.06
uniq9323,339,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Acalypha,Acalypha rhomboidea,1,1,0.77,0.74,0.69,0.58
uniq9416,335,+,Streptophyta,NA,Marchantiales,Ricciaceae,Riccia,Riccia huebeneriana,0.92,0.29,0.15,0.13,0.12,0.12
uniq9291,340,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella gracillima,0.98,0.51,0.14,0.14,0.14,0.06
uniq9382,336,+,Streptophyta,NA,Asparagales,Ricciaceae,Riccia,Azolla caroliniana,0.95,0.4,0.08,0.07,0.07,0.04
uniq9089,352,+,Streptophyta,NA,Lamiales,Acanthaceae,Carlowrightia,Carlowrightia serpyllifolia,1,0.98,0.97,0.96,0.6,0.25
uniq9292,340,+,Streptophyta,NA,Gentianales,Rubiaceae,NA,NA,1,1,0.9,0.9,0.24,0.24
uniq9325,338,+,Streptophyta,NA,Poales,Characeae,Nitella,NA,0.96,0.43,0.1,0.07,0.07,0.03
uniq9376,336,+,Streptophyta,NA,Fabales,Fabaceae,Dalbergia,Dalbergia martinii,0.93,0.58,0.2,0.2,0.05,0.02
uniq9284,340,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Sechiopsis,Sechiopsis tetraptera,1,1,1,1,0.96,0.93
uniq9355,337,+,Streptophyta,NA,Porellales,Lejeuneaceae,Nitella,Cyclolejeunea convexistipa,0.96,0.4,0.16,0.15,0.11,0.03
uniq9384,336,+,Streptophyta,NA,Marchantiales,Ricciaceae,Riccia,Riccia huebeneriana,0.97,0.31,0.14,0.14,0.14,0.09
uniq9278,341,+,Streptophyta,NA,Gentianales,Rubiaceae,Randia,Randia aculeata,1,0.55,0.55,0.55,0.53,0.4
uniq9387,336,+,Streptophyta,NA,Zingiberales,Zingiberaceae,Curcuma,NA,0.97,0.37,0.11,0.08,0.04,0.04
uniq9418,335,+,Streptophyta,NA,Lamiales,Salviniaceae,Azolla,Azolla caroliniana,0.96,0.44,0.1,0.08,0.08,0.06
uniq9377,336,+,Streptophyta,NA,Porellales,Salviniaceae,Azolla,Azolla caroliniana,0.96,0.35,0.12,0.1,0.1,0.08
uniq9185,346,+,Streptophyta,NA,Asterales,Asteraceae,Melampodium,Melampodium divaricatum,1,1,1,1,0.99,0.74
uniq9446,333,+,Streptophyta,NA,Asparagales,Balanophoraceae,Ombrophytum,Ombrophytum violaceum,0.88,0.35,0.07,0.06,0.06,0.06
uniq9343,338,+,Streptophyta,NA,Asparagales,Characeae,Nitella,Nitella gracillima,0.93,0.32,0.13,0.11,0.11,0.05
uniq9422,335,+,Streptophyta,NA,Gentianales,Rubiaceae,Riccia,Nitella gracillima,0.94,0.59,0.16,0.14,0.04,0.03
uniq9340,338,+,Streptophyta,NA,Asparagales,Orchidaceae,Cornus,Cornus officinalis,0.92,0.55,0.11,0.07,0.06,0.06
uniq9467,332,+,Streptophyta,NA,Fabales,Fabaceae,Cornus,Cornus officinalis,0.86,0.62,0.13,0.12,0.06,0.06
uniq9204,345,+,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Randia,Randia aculeata,1,0.65,0.65,0.65,0.6,0.6
uniq9398,336,+,Streptophyta,NA,Fabales,Fabaceae,Pterocarpus,Pterocarpus amphymenium,1,1,1,1,1,0.36
uniq9402,335,+,Streptophyta,NA,Piperales,Piperaceae,Peperomia,unknown Peperomia ,1,1,1,1,1,0.39
uniq9455,333,+,Streptophyta,NA,Fabales,Fabaceae,Arachis,Cornus officinalis,0.94,0.68,0.14,0.13,0.05,0.04
uniq9557,328,+,Streptophyta,NA,Lamiales,Boraginaceae,Cornus,Cornus officinalis,0.94,0.59,0.09,0.06,0.06,0.06
uniq9476,332,+,Streptophyta,NA,Porellales,Lejeuneaceae,Cyclolejeunea,Cyclolejeunea convexistipa,0.94,0.37,0.11,0.1,0.08,0.07
uniq9526,330,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.98,0.27,0.2,0.2,0.2,0.2
uniq9625,325,+,Streptophyta,NA,Gentianales,Fabaceae,Pogonatum,Pogonatum pensilvanicum,0.96,0.48,0.11,0.1,0.06,0.04
uniq9426,334,+,Streptophyta,NA,Sapindales,Sapindaceae,Serjania,Serjania lethalis,1,1,1,1,0.97,0.83
uniq9609,326,+,Streptophyta,NA,Fabales,Fabaceae,Riccia,Riccia huebeneriana,0.91,0.42,0.09,0.07,0.06,0.05
uniq9513,330,+,Streptophyta,NA,Marchantiales,Fabaceae,Riccia,Riccia huebeneriana,0.97,0.46,0.09,0.08,0.07,0.04
uniq9457,333,+,Streptophyta,NA,Polytrichales,Polytrichaceae,Pogonatum,Oligotrichum parallelum,0.98,0.3,0.13,0.13,0.08,0.03
uniq9348,338,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Jatropha,Jatropha curcas,1,1,1,1,1,0.77
uniq9565,328,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Riccia huebeneriana,0.96,0.4,0.17,0.16,0.06,0.05
uniq9486,332,+,Streptophyta,NA,Metzgeriales,Aneuraceae,Riccardia,Riccardia chamedryfolia,0.97,0.51,0.07,0.07,0.07,0.03
uniq9450,333,+,Streptophyta,NA,Asparagales,Polytrichaceae,Pogonatum,Ricciocarpos natans,0.96,0.44,0.09,0.08,0.06,0.04
uniq9495,331,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.94,0.32,0.17,0.17,0.17,0.16
uniq9293,340,+,Streptophyta,NA,Gentianales,Rubiaceae,Chione,Chione venosa,1,1,1,1,0.84,0.84
uniq9581,326,+,Streptophyta,NA,Marchantiales,Ricciaceae,Riccia,Riccia huebeneriana,0.98,0.48,0.14,0.13,0.13,0.09
uniq9568,328,+,Streptophyta,NA,Fabales,Fabaceae,Convolvulus,Weberbauerella brongniartioides,0.97,0.65,0.25,0.25,0.04,0.04
uniq9530,330,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella pulchella,0.97,0.36,0.19,0.19,0.19,0.11
uniq9558,328,+,Streptophyta,NA,Porellales,Fabaceae,Nitella,Nitella pulchella,0.97,0.55,0.14,0.13,0.07,0.03
uniq9514,330,+,Streptophyta,NA,Asparagales,Fabaceae,Caulerpa,Frullania anderssonii,0.85,0.42,0.09,0.09,0.05,0.03
uniq9545,329,+,Streptophyta,NA,Asparagales,Characeae,Nitella,Girardinia diversifolia,0.89,0.34,0.07,0.07,0.07,0.04
uniq9666,322,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,unknown Riedelia ,0.95,0.3,0.14,0.1,0.06,0.04
uniq9415,335,+,Streptophyta,NA,Malpighiales,Salicaceae,Casearia,NA,1,0.77,0.72,0.7,0.62,0.62
uniq9573,327,+,Streptophyta,NA,Porellales,Lejeuneaceae,Nitella,Nitella gracillima,0.97,0.38,0.22,0.2,0.05,0.03
uniq9612,326,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Riccia huebeneriana,0.96,0.32,0.18,0.16,0.07,0.05
uniq9458,333,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Manihot,Manihot esculenta,1,0.68,0.5,0.42,0.29,0.29
uniq9532,330,+,Streptophyta,NA,Poales,Poaceae,Trebouxia,unknown Trebouxia ,0.89,0.41,0.12,0.1,0.06,0.05
uniq9442,334,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Cyclanthera,NA,1,1,1,1,0.47,0.43
uniq9517,330,+,Streptophyta,NA,Fabales,Fabaceae,Lonchocarpus,NA,1,1,1,1,1,0.65
uniq9583,326,+,Streptophyta,NA,Charales,Characeae,Nitella,Begonia sykakiengii,0.93,0.56,0.08,0.08,0.08,0.05
uniq9617,325,+,Streptophyta,NA,Myrtales,Combretaceae,Terminalia,Terminalia catappa,1,1,1,1,1,0.97
uniq9502,331,+,Streptophyta,NA,Myrtales,Myrtaceae,Eucalyptus,NA,1,1,1,1,1,0.45
uniq9632,324,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella rigida,0.97,0.52,0.07,0.07,0.07,0.03
uniq9646,324,+,Streptophyta,NA,Fabales,Fabaceae,Nitella,Girardinia diversifolia,0.96,0.53,0.13,0.13,0.12,0.1
uniq9590,326,+,Streptophyta,NA,Caryophyllales,Amaranthaceae,Iresine,Iresine diffusa,1,0.92,0.34,0.27,0.27,0.27
uniq9738,319,+,Streptophyta,NA,Porellales,Lejeuneaceae,Pogonatum,Riccia huebeneriana,0.97,0.41,0.07,0.07,0.07,0.04
uniq9582,326,+,Streptophyta,NA,Asparagales,Orchidaceae,Senecio,NA,0.98,0.55,0.14,0.12,0.06,0.04
uniq9647,323,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.96,0.34,0.13,0.13,0.09,0.08
uniq9754,319,+,Streptophyta,NA,Asparagales,Orchidaceae,Pogonatum,Riccia huebeneriana,0.92,0.3,0.15,0.12,0.06,0.04
uniq9629,324,+,Streptophyta,NA,Porellales,Lejeuneaceae,Piper,Alocasia cucullata,0.98,0.35,0.24,0.2,0.1,0.03
uniq9478,332,+,Streptophyta,NA,Asterales,Asteraceae,Lagascea,Lagascea decipiens,1,1,1,1,0.52,0.44
uniq9750,319,+,Streptophyta,NA,Poales,Poaceae,Allium,Lolium canariense,0.93,0.38,0.13,0.12,0.04,0.02
uniq9535,329,+,Streptophyta,NA,Solanales,Convolvulaceae,NA,NA,1,0.9,0.85,0.85,0.41,0.41
uniq9468,332,+,Streptophyta,NA,Solanales,Convolvulaceae,Ipomoea,NA,1,0.52,0.51,0.51,0.51,0.51
uniq9683,322,+,Streptophyta,NA,Asparagales,Characeae,Nitella,Nitella gracillima,0.98,0.4,0.1,0.09,0.09,0.03
uniq9599,326,+,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sativa,1,0.61,0.61,0.61,0.61,0.6
uniq9544,329,+,Streptophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Symbiochloris,NA,0.52,0.41,0.25,0.25,0.24,0.23
uniq9658,323,+,Streptophyta,NA,Lamiales,Lejeuneaceae,Nitella,Nitella gracillima,0.98,0.46,0.13,0.09,0.07,0.04
uniq9579,327,+,Streptophyta,NA,Asterales,Asteraceae,Otopappus,Otopappus verbesinoides,1,1,0.99,0.99,0.87,0.75
uniq9506,331,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Jatropha,Jatropha curcas,1,1,1,1,1,0.74
uniq9515,330,+,Streptophyta,NA,Sapindales,Sapindaceae,Paullinia,Paullinia imberbis,1,1,1,0.99,0.98,0.43
uniq9733,320,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella rigida,0.98,0.48,0.18,0.18,0.18,0.06
uniq9634,324,+,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,Manihot esculenta,1,0.78,0.78,0.78,0.78,0.78
uniq9693,321,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Azolla caroliniana,0.98,0.41,0.09,0.05,0.05,0.04
uniq9652,323,+,Streptophyta,NA,Fabales,Fabaceae,Anadenanthera,Anadenanthera colubrina,1,1,1,1,0.98,0.98
uniq9685,322,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella pseudoflabellata,1,0.53,0.11,0.11,0.11,0.03
uniq9727,320,+,Streptophyta,NA,Asparagales,Lejeuneaceae,Caulerpa,Anadenanthera colubrina,0.93,0.44,0.14,0.09,0.03,0.02
uniq9798,317,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.97,0.42,0.13,0.13,0.08,0.05
uniq9823,316,+,Streptophyta,NA,Asparagales,Fabaceae,Derris,Trentepohlia cf. umbrina HZ-2017,0.9,0.41,0.12,0.1,0.07,0.04
uniq9687,321,+,Streptophyta,NA,Porellales,Lejeuneaceae,Nitella,Nitella gracillima,0.97,0.34,0.13,0.13,0.12,0.08
uniq9682,322,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.93,0.41,0.11,0.11,0.11,0.11
uniq9797,317,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Riccia huebeneriana,0.97,0.39,0.13,0.13,0.06,0.05
uniq9602,326,+,Streptophyta,NA,Gentianales,Rubiaceae,Calycophyllum,Calycophyllum candidissimum,1,1,1,1,1,0.97
uniq9725,320,+,Streptophyta,NA,Fabales,Fabaceae,Schlotheimia,Schlotheimia appressifolia,0.93,0.62,0.07,0.07,0.06,0.06
uniq9763,318,+,Streptophyta,NA,Lamiales,Ricciaceae,Riccia,Riccia huebeneriana,0.92,0.47,0.12,0.11,0.11,0.11
uniq9809,316,+,Streptophyta,NA,Marchantiales,Salviniaceae,Azolla,Azolla caroliniana,0.94,0.33,0.13,0.1,0.1,0.1
uniq9968,310,+,Streptophyta,NA,Poales,Poaceae,Schlotheimia,Schlotheimia appressifolia,0.91,0.49,0.2,0.19,0.06,0.05
uniq9636,324,+,Streptophyta,NA,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,1,1,1,1,1,1
uniq9772,318,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.99,0.42,0.14,0.14,0.14,0.14
uniq9844,315,+,Streptophyta,NA,Fabales,Fabaceae,Chamaecrista,Chamaecrista kleinii,0.99,0.53,0.14,0.14,0.05,0.03
uniq9667,322,+,Streptophyta,NA,Myrtales,Myrtaceae,Eugenia,Eugenia arenosa,1,0.97,0.97,0.97,0.88,0.65
uniq9824,316,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Riccia huebeneriana,1,0.44,0.11,0.1,0.1,0.08
uniq9577,327,+,Streptophyta,NA,Gentianales,Rubiaceae,Randia,Randia guerrerensis,1,0.96,0.96,0.96,0.95,0.84
uniq9826,316,+,Streptophyta,NA,Myrtales,Combretaceae,Terminalia,Terminalia mantaly,1,1,0.99,0.99,0.99,0.4
uniq9834,315,+,Streptophyta,NA,Asparagales,Orchidaceae,Galium,Pediastrum duplex,0.89,0.39,0.13,0.09,0.03,0.02
uniq9732,320,+,Streptophyta,NA,Myrtales,Myrtaceae,Psidium,Psidium guajava,1,1,1,1,0.81,0.73
uniq9641,324,+,Streptophyta,NA,Ericales,Ebenaceae,Diospyros,NA,1,0.94,0.94,0.94,0.94,0.41
uniq9762,318,+,Streptophyta,NA,Porellales,Lejeuneaceae,Bryopteris,Bryopteris diffusa,0.97,0.46,0.18,0.18,0.06,0.06
uniq9893,313,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,Oligotrichum parallelum,0.97,0.33,0.19,0.15,0.05,0.03
uniq9660,323,+,Streptophyta,NA,Solanales,Solanaceae,Capsicum,Capsicum annuum,1,1,1,1,0.99,0.4
uniq9954,310,+,Streptophyta,NA,Zingiberales,Zingiberaceae,Curcuma,NA,0.9,0.33,0.15,0.12,0.08,0.07
uniq9783,317,+,Streptophyta,NA,Caryophyllales,Amaranthaceae,Iresine,Iresine diffusa,1,1,1,1,0.49,0.42
uniq9726,320,+,Streptophyta,NA,Sapindales,Sapindaceae,Serjania,Serjania ichthyctona,1,1,1,1,0.97,0.83
uniq9867,314,+,Streptophyta,NA,Cucurbitales,Orchidaceae,Begonia,Begonia oxysperma,0.92,0.44,0.12,0.08,0.08,0.03
uniq9883,313,+,Streptophyta,NA,Lamiales,Bignoniaceae,Bignonia,Bignonia binata,1,0.95,0.9,0.72,0.54,0.47
uniq9803,316,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Jatropha,Jatropha curcas,1,1,1,1,1,0.8
uniq9903,312,+,Streptophyta,NA,Alismatales,Zosteraceae,Zostera,NA,0.91,0.42,0.07,0.05,0.04,0.04
uniq10105,305,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,Riccia huebeneriana,0.98,0.32,0.11,0.11,0.07,0.06
uniq9759,319,+,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,NA,1,0.99,0.99,0.99,0.99,0.95
uniq9961,310,+,Streptophyta,NA,Asterales,Asteraceae,Nitella,Arnica parryi,0.93,0.4,0.14,0.11,0.1,0.03
uniq9808,316,+,Streptophyta,NA,Fabales,Fabaceae,Haematoxylum,Haematoxylum brasiletto,1,1,1,1,1,1
uniq9719,320,+,Streptophyta,NA,Dilleniales,Dilleniaceae,Davilla,NA,1,1,1,1,1,0.49
uniq10059,307,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.92,0.33,0.12,0.09,0.06,0.06
uniq10127,304,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,Riccia huebeneriana,0.97,0.31,0.17,0.17,0.09,0.06
uniq10032,308,+,Streptophyta,NA,Asterales,Asteraceae,Riccia,Schlotheimia appressifolia,0.95,0.55,0.11,0.1,0.05,0.03
uniq9876,313,+,Streptophyta,NA,Rosales,Rhamnaceae,Colubrina,Colubrina reclinata,1,0.94,0.86,0.84,0.56,0.52
uniq9955,310,+,Streptophyta,NA,Zingiberales,Zingiberaceae,Azolla,Azolla caroliniana,0.97,0.34,0.09,0.09,0.07,0.06
uniq10101,305,+,Streptophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Azolla,Drosera dielsiana,0.94,0.3,0.18,0.16,0.04,0.03
uniq10141,304,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.96,0.37,0.09,0.09,0.09,0.08
uniq9905,312,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Maprounea,Maprounea guianensis,1,1,1,1,1,1
uniq9976,310,+,Streptophyta,NA,Asparagales,Orchidaceae,Riccia,Riccia huebeneriana,0.91,0.23,0.15,0.12,0.1,0.05
uniq9794,317,+,Streptophyta,NA,Solanales,Solanaceae,Solanum,Solanum americanum,1,1,1,1,1,0.89
uniq9801,317,+,Streptophyta,NA,Sapindales,Anacardiaceae,Lithrea,Lithrea ternifolia,1,1,1,1,1,1
uniq9934,311,+,Streptophyta,NA,Malpighiales,Moraceae,Ficus,NA,1,0.83,0.22,0.17,0.13,0.13
uniq10123,304,+,Streptophyta,NA,Porellales,Lejeuneaceae,Pogonatum,Riccia huebeneriana,0.91,0.23,0.13,0.12,0.07,0.05
uniq10110,305,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.99,0.39,0.14,0.14,0.14,0.14
uniq10152,303,+,Streptophyta,NA,Zingiberales,Zingiberaceae,Riccia,Riccia huebeneriana,0.97,0.35,0.13,0.11,0.05,0.05
uniq10078,306,+,Streptophyta,NA,Poales,Poaceae,Ombrophytum,Ombrophytum violaceum,0.94,0.41,0.15,0.14,0.05,0.05
uniq10026,308,+,Streptophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Symbiochloris,NA,0.58,0.37,0.31,0.31,0.3,0.2
uniq9902,312,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia cymosa,1,1,1,1,1,0.54
uniq9868,314,+,Streptophyta,NA,Sapindales,Burseraceae,Bursera,Bursera simaruba,1,0.97,0.97,0.97,0.97,0.68
uniq9829,315,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Jatropha,Jatropha curcas,1,1,1,1,1,0.97
uniq10083,306,+,Streptophyta,NA,Asparagales,Orchidaceae,Cyclolejeunea,Cyclolejeunea convexistipa,0.98,0.34,0.16,0.15,0.05,0.04
uniq9917,312,+,Streptophyta,NA,Fabales,Fabaceae,Haematoxylum,Haematoxylum brasiletto,1,1,1,1,1,0.97
uniq10055,307,+,Streptophyta,NA,Lamiales,Orchidaceae,Ulva,unknown Ulva ,0.85,0.5,0.13,0.09,0.06,0.03
uniq9925,312,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Sicyos,NA,1,1,1,1,0.97,0.64
uniq10224,301,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,Lejeunea mimula,0.99,0.43,0.16,0.16,0.12,0.06
uniq10008,309,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Cayaponia,NA,1,1,1,1,1,1
uniq10208,301,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.94,0.3,0.17,0.16,0.05,0.04
uniq9838,315,+,Streptophyta,NA,Solanales,Convolvulaceae,NA,NA,1,0.75,0.68,0.68,0.32,0.32
